ID	Gene Name	Species	ENTREZ_GENE_ID
MAPKAP1	mitogen-activated protein kinase associated protein 1	Homo sapiens	79109,
MAPKBP1	mitogen-activated protein kinase binding protein 1	Homo sapiens	23005,
MAP2K1	mitogen-activated protein kinase kinase 1	Homo sapiens	5604,
MAP2K2	mitogen-activated protein kinase kinase 2 pseudogene; mitogen-activated protein kinase kinase 2	Homo sapiens	407835,5605,
MAP2K3	mitogen-activated protein kinase kinase 3	Homo sapiens	5606,
MAP2K4	mitogen-activated protein kinase kinase 4	Homo sapiens	6416,
MAP2K5	mitogen-activated protein kinase kinase 5	Homo sapiens	5607,
MAP2K6	mitogen-activated protein kinase kinase 6	Homo sapiens	5608,
MAP2K7	mitogen-activated protein kinase kinase 7	Homo sapiens	5609,
MAP3K1	mitogen-activated protein kinase kinase kinase 1	Homo sapiens	4214,
MAP3K10	mitogen-activated protein kinase kinase kinase 10	Homo sapiens	4294,
MAP3K11	mitogen-activated protein kinase kinase kinase 11	Homo sapiens	4296,
MAP3K12	mitogen-activated protein kinase kinase kinase 12	Homo sapiens	7786,
MAP3K13	mitogen-activated protein kinase kinase kinase 13	Homo sapiens	9175,
MAP3K14	mitogen-activated protein kinase kinase kinase 14	Homo sapiens	9020,
MAP3K2	mitogen-activated protein kinase kinase kinase 2	Homo sapiens	10746,
MAP3K3	mitogen-activated protein kinase kinase kinase 3	Homo sapiens	4215,
MAP3K4	mitogen-activated protein kinase kinase kinase 4	Homo sapiens	4216,
MAP3K5	mitogen-activated protein kinase kinase kinase 5	Homo sapiens	4217,
MAP3K6	mitogen-activated protein kinase kinase kinase 6	Homo sapiens	9064,
MAP3K7	mitogen-activated protein kinase kinase kinase 7	Homo sapiens	6885,
MAP3K8	mitogen-activated protein kinase kinase kinase 8	Homo sapiens	1326,
MAP3K9	mitogen-activated protein kinase kinase kinase 9	Homo sapiens	4293,
MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	Homo sapiens	11184,
MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	Homo sapiens	5871,
MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3	Homo sapiens	8491,
MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	Homo sapiens	9448,
MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	Homo sapiens	11183,
WDR83	mitogen-activated protein kinase organizer 1	Homo sapiens	84292,
MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	Homo sapiens	9261,
MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	Homo sapiens	7867,
MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5	Homo sapiens	8550,
MOAP1	modulator of apoptosis 1	Homo sapiens	64112,
MSN	moesin	Homo sapiens	4478,
MOCS2	molybdenum cofactor synthesis 2	Homo sapiens	4338,
MOCS3	molybdenum cofactor synthesis 3	Homo sapiens	27304,
MAOA	monoamine oxidase A	Homo sapiens	4128,
MAOB	monoamine oxidase B	Homo sapiens	4129,
MGLL	monoglyceride lipase	Homo sapiens	11343,
MORF4L2	mortality factor 4 like 2	Homo sapiens	9643,
MORF4L1	mortality factor 4; mortality factor 4 like 1	Homo sapiens	10933,10934,
MLN	motilin	Homo sapiens	4295,
MLNR	motilin receptor	Homo sapiens	2862,
MSX1	msh homeobox 1	Homo sapiens	4487,
MSX2	msh homeobox 2	Homo sapiens	4488,
MUC1	mucin 1, cell surface associated	Homo sapiens	4582,
MUC13	mucin 13, cell surface associated	Homo sapiens	56667,
MUC16	mucin 16, cell surface associated	Homo sapiens	94025,
MUC2	mucin 2, oligomeric mucus/gel-forming	Homo sapiens	4583,
MUC20	mucin 20, cell surface associated	Homo sapiens	200958,
MUC4	mucin 4, cell surface associated	Homo sapiens	4585,
MUC6	mucin 6, oligomeric mucus/gel-forming	Homo sapiens	4588,
MUC7	mucin 7, secreted	Homo sapiens	4589,
MCOLN1	mucolipin 1	Homo sapiens	57192,
MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1	Homo sapiens	10892,
MADCAM1	mucosal vascular addressin cell adhesion molecule 1	Homo sapiens	8174,
MMRN1	multimerin 1	Homo sapiens	22915,
MEGF10	multiple EGF-like-domains 10	Homo sapiens	84466,
MEGF11	multiple EGF-like-domains 11	Homo sapiens	84465,
MEGF6	multiple EGF-like-domains 6	Homo sapiens	1953,
MEGF8	multiple EGF-like-domains 8	Homo sapiens	1954,
MPDZ	multiple PDZ domain protein	Homo sapiens	8777,
MCFD2	multiple coagulation factor deficiency 2	Homo sapiens	90411,
MEN1	multiple endocrine neoplasia I	Homo sapiens	4221,
MINPP1	multiple inositol polyphosphate histidine phosphatase, 1	Homo sapiens	9562,
MRVI1	murine retrovirus integration site 1 homolog	Homo sapiens	10335,
MSI1	musashi homolog 1 (Drosophila)	Homo sapiens	4440,
MRAS	muscle RAS oncogene homolog	Homo sapiens	22808,
MUSK	muscle, skeletal, receptor tyrosine kinase	Homo sapiens	4593,
MSC	musculin (activated B-cell factor-1)	Homo sapiens	9242,
MLH1	mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)	Homo sapiens	4292,
MLH3	mutL homolog 3 (E. coli)	Homo sapiens	27030,
MSH2	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)	Homo sapiens	4436,
MSH3	mutS homolog 3 (E. coli)	Homo sapiens	4437,
MSH4	mutS homolog 4 (E. coli)	Homo sapiens	4438,
MSH5	mutS homolog 5 (E. coli)	Homo sapiens	4439,
MSH6	mutS homolog 6 (E. coli)	Homo sapiens	2956,
MUTYH	mutY homolog (E. coli)	Homo sapiens	4595,
MCC	mutated in colorectal cancers	Homo sapiens	4163,
MAG	myelin associated glycoprotein	Homo sapiens	4099,
MBP	myelin basic protein	Homo sapiens	4155,
MOG	myelin oligodendrocyte glycoprotein	Homo sapiens	4340,
MPZ	myelin protein zero	Homo sapiens	4359,
MPZL1	myelin protein zero-like 1	Homo sapiens	9019,
MYT1	myelin transcription factor 1	Homo sapiens	4661,
MCL1	myeloid cell leukemia sequence 1 (BCL2-related)	Homo sapiens	4170,
MNDA	myeloid cell nuclear differentiation antigen	Homo sapiens	4332,
MYD88	myeloid differentiation primary response gene (88)	Homo sapiens	4615,
MLF1	myeloid leukemia factor 1	Homo sapiens	4291,
MZF1	myeloid zinc finger 1	Homo sapiens	7593,
MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	Homo sapiens	4297,
MLLT1	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1	Homo sapiens	4298,
MLLT10	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	Homo sapiens	8028,
MLLT3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	Homo sapiens	4300,
MLLT6	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	Homo sapiens	4302,
MLL2	myeloid/lymphoid or mixed-lineage leukemia 2	Homo sapiens	8085,
MPO	myeloperoxidase	Homo sapiens	4353,
MPL	myeloproliferative leukemia virus oncogene	Homo sapiens	4352,
MIOX	myo-inositol oxygenase	Homo sapiens	55586,
MYOCD	myocardin	Homo sapiens	93649,
MYOC	myocilin, trabecular meshwork inducible glucocorticoid response	Homo sapiens	4653,
MEF2A	myocyte enhancer factor 2A	Homo sapiens	4205,
MEF2C	myocyte enhancer factor 2C	Homo sapiens	4208,
MEF2D	myocyte enhancer factor 2D	Homo sapiens	4209,
MYOD1	myogenic differentiation 1	Homo sapiens	4654,
MYF5	myogenic factor 5	Homo sapiens	4617,
MYF6	myogenic factor 6 (herculin)	Homo sapiens	4618,
MYOG	myogenin (myogenic factor 4)	Homo sapiens	4656,
MYOM2	myomesin (M-protein) 2, 165kDa	Homo sapiens	9172,
MYOM1	myomesin 1, 185kDa	Homo sapiens	8736,
MYPN	myopalladin	Homo sapiens	84665,
MYO1A	myosin IA	Homo sapiens	4640,
MYO1C	myosin IC	Homo sapiens	4641,
MYO1E	myosin IE	Homo sapiens	4643,
MYO1F	myosin IF	Homo sapiens	4542,
MYO1G	myosin IG	Homo sapiens	64005,
MYO3A	myosin IIIA	Homo sapiens	53904,
MYO9A	myosin IXA	Homo sapiens	4649,
MYO9B	myosin IXB	Homo sapiens	4650,
MYO5A	myosin VA (heavy chain 12, myoxin)	Homo sapiens	4644,
MYO6	myosin VI	Homo sapiens	4646,
MYO7A	myosin VIIA	Homo sapiens	4647,
MYRIP	myosin VIIA and Rab interacting protein	Homo sapiens	25924,
MYO10	myosin X	Homo sapiens	4651,
MYO15A	myosin XVA	Homo sapiens	51168,
MYO16	myosin XVI	Homo sapiens	23026,
MYO18A	myosin XVIIIA	Homo sapiens	399687,
MYO18B	myosin XVIIIB	Homo sapiens	84700,
MYBPC3	myosin binding protein C, cardiac	Homo sapiens	4607,
MYBPC2	myosin binding protein C, fast type	Homo sapiens	4606,
MYBPC1	myosin binding protein C, slow type	Homo sapiens	4604,
MYBPH	myosin binding protein H	Homo sapiens	4608,
MYLK	myosin light chain kinase	Homo sapiens	4638,
MPRIP	myosin phosphatase Rho interacting protein; similar to Myosin phosphatase Rho-interacting protein (Rho-interacting protein 3) (M-RIP) (RIP3) (p116Rip)	Homo sapiens	23164,729143,
MYLIP	myosin regulatory light chain interacting protein	Homo sapiens	29116,
MYH1	myosin, heavy chain 1, skeletal muscle, adult	Homo sapiens	4619,
MYH10	myosin, heavy chain 10, non-muscle	Homo sapiens	4628,
MYH11	myosin, heavy chain 11, smooth muscle	Homo sapiens	4629,
MYH13	myosin, heavy chain 13, skeletal muscle	Homo sapiens	8735,
MYH14	myosin, heavy chain 14	Homo sapiens	79784,
MYH2	myosin, heavy chain 2, skeletal muscle, adult	Homo sapiens	4620,
MYH4	myosin, heavy chain 4, skeletal muscle	Homo sapiens	4622,
MYH7	myosin, heavy chain 7, cardiac muscle, beta	Homo sapiens	4625,
MYH9	myosin, heavy chain 9, non-muscle	Homo sapiens	4627,
MYL1	myosin, light chain 1, alkali; skeletal, fast	Homo sapiens	4632,
MYL12A	myosin, light chain 12A, regulatory, non-sarcomeric	Homo sapiens	10627,
MYL12B	myosin, light chain 12B, regulatory	Homo sapiens	103910,
MYL2	myosin, light chain 2, regulatory, cardiac, slow	Homo sapiens	4633,
MYL3	myosin, light chain 3, alkali; ventricular, skeletal, slow	Homo sapiens	4634,
MYL6	myosin, light chain 6, alkali, smooth muscle and non-muscle	Homo sapiens	4637,
MYL9	myosin, light chain 9, regulatory	Homo sapiens	10398,
MSTN	myostatin	Homo sapiens	2660,
MYOT	myotilin	Homo sapiens	9499,
MTPN	myotrophin; leucine zipper protein 6	Homo sapiens	136319,767558,
MTM1	myotubularin 1	Homo sapiens	4534,
MTMR10	myotubularin related protein 10	Homo sapiens	54893,
MTMR11	myotubularin related protein 11	Homo sapiens	10903,
MTMR12	myotubularin related protein 12	Homo sapiens	54545,
MTMR2	myotubularin related protein 2	Homo sapiens	8898,
MTMR4	myotubularin related protein 4	Homo sapiens	9110,
MTMR6	myotubularin related protein 6	Homo sapiens	9107,
MTMR7	myotubularin related protein 7	Homo sapiens	9108,
MTMR8	myotubularin related protein 8	Homo sapiens	55613,
MTMR9	myotubularin related protein 9	Homo sapiens	66036,
MYOZ1	myozenin 1	Homo sapiens	58529,
MYOZ2	myozenin 2	Homo sapiens	51778,
MYOZ3	myozenin 3	Homo sapiens	91977,
MARCKS	myristoylated alanine-rich protein kinase C substrate	Homo sapiens	4082,
MX1	myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse)	Homo sapiens	4599,
MX2	myxovirus (influenza virus) resistance 2 (mouse)	Homo sapiens	4600,
NKD1	naked cuticle homolog 1 (Drosophila)	Homo sapiens	85407,
NKD2	naked cuticle homolog 2 (Drosophila)	Homo sapiens	85409,
NANOS1	nanos homolog 1 (Drosophila)	Homo sapiens	340719,
NRD1	nardilysin (N-arginine dibasic convertase)	Homo sapiens	4898,
NELF	nasal embryonic LHRH factor	Homo sapiens	26012,
NACA	nascent polypeptide-associated complex alpha subunit	Homo sapiens	4666,
NPPA	natriuretic peptide precursor A	Homo sapiens	4878,
NPPB	natriuretic peptide precursor B	Homo sapiens	4879,
NPPC	natriuretic peptide precursor C	Homo sapiens	4880,
NPR1	natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)	Homo sapiens	4881,
NPR2	natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B)	Homo sapiens	4882,
NPR3	natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)	Homo sapiens	4883,
NCR1	natural cytotoxicity triggering receptor 1	Homo sapiens	9437,
NCR2	natural cytotoxicity triggering receptor 2	Homo sapiens	9436,
NCR3	natural cytotoxicity triggering receptor 3	Homo sapiens	259197,
NKTR	natural killer-tumor recognition sequence	Homo sapiens	4820,
NEBL	nebulette	Homo sapiens	10529,
NEB	nebulin	Homo sapiens	4703,
NRAP	nebulin-related anchoring protein	Homo sapiens	4892,
NDN	necdin homolog (mouse)	Homo sapiens	4692,
NUB1	negative regulator of ubiquitin-like proteins 1	Homo sapiens	51667,
NEIL1	nei endonuclease VIII-like 1 (E. coli)	Homo sapiens	79661,
NEIL2	nei like 2 (E. coli)	Homo sapiens	252969,
NBR1	neighbor of BRCA1 gene 1	Homo sapiens	4077,
NLK	nemo-like kinase	Homo sapiens	51701,
NEO1	neogenin homolog 1 (chicken)	Homo sapiens	4756,
NOV	nephroblastoma overexpressed gene	Homo sapiens	4856,
NPNT	nephronectin	Homo sapiens	255743,
NPHP1	nephronophthisis 1 (juvenile)	Homo sapiens	4867,
NPHP3	nephronophthisis 3 (adolescent); acyl-Coenzyme A dehydrogenase family, member 11	Homo sapiens	27031,84129,
NPHP4	nephronophthisis 4	Homo sapiens	261734,
NPHS1	nephrosis 1, congenital, Finnish type (nephrin)	Homo sapiens	4868,
NPHS2	nephrosis 2, idiopathic, steroid-resistant (podocin)	Homo sapiens	7827,
NGF	nerve growth factor (beta polypeptide)	Homo sapiens	4803,
NGFR	nerve growth factor receptor (TNFR superfamily, member 16)	Homo sapiens	4804,
NGFRAP1	nerve growth factor receptor (TNFRSF16) associated protein 1	Homo sapiens	27018,
NHLH1	nescient helix loop helix 1	Homo sapiens	4807,
NHLH2	nescient helix loop helix 2	Homo sapiens	4808,
NES	nestin	Homo sapiens	10763,
NTN1	netrin 1	Homo sapiens	9423,
NTN3	netrin 3	Homo sapiens	4917,
NTN4	netrin 4	Homo sapiens	59277,
NTNG1	netrin G1	Homo sapiens	22854,
NTNG2	netrin G2	Homo sapiens	84628,
NCAM1	neural cell adhesion molecule 1	Homo sapiens	4684,
NCAM2	neural cell adhesion molecule 2	Homo sapiens	4685,
NEDD1	neural precursor cell expressed, developmentally down-regulated 1	Homo sapiens	121441,
NEDD4	neural precursor cell expressed, developmentally down-regulated 4	Homo sapiens	4734,
NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like	Homo sapiens	23327,
NEDD8	neural precursor cell expressed, developmentally down-regulated 8; similar to neural precursor cell expressed, developmentally down-regulated gene 8	Homo sapiens	100128775,4738,
NEDD9	neural precursor cell expressed, developmentally down-regulated 9	Homo sapiens	4739,
NPDC1	neural proliferation, differentiation and control, 1	Homo sapiens	56654,
NRL	neural retina leucine zipper	Homo sapiens	4901,
NEURL2	neuralized homolog 2 (Drosophila)	Homo sapiens	140825,
NEURL4	neuralized homolog 4 (Drosophila)	Homo sapiens	84461,
NRG1	neuregulin 1	Homo sapiens	3084,
NRG2	neuregulin 2	Homo sapiens	9542,
NRG3	neuregulin 3	Homo sapiens	10718,
NRG4	neuregulin 4	Homo sapiens	145957,
NRSN1	neurensin 1	Homo sapiens	140767,
NRSN2	neurensin 2	Homo sapiens	80023,
NRXN1	neurexin 1	Homo sapiens	9378,
NRXN2	neurexin 2	Homo sapiens	9379,
NRXN3	neurexin 3	Homo sapiens	9369,
NXPH1	neurexophilin 1	Homo sapiens	30010,
NXPH2	neurexophilin 2	Homo sapiens	11249,
NXPH3	neurexophilin 3	Homo sapiens	11248,
NOVA1	neuro-oncological ventral antigen 1	Homo sapiens	4857,
NBEA	neurobeachin	Homo sapiens	26960,
NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	Homo sapiens	4893,
NBAS	neuroblastoma amplified sequence	Homo sapiens	51594,
NBPF3	neuroblastoma breakpoint family, member 3	Homo sapiens	84224,
NBL1	neuroblastoma, suppression of tumorigenicity 1	Homo sapiens	4681,
NCALD	neurocalcin delta	Homo sapiens	83988,
NCAN	neurocan	Homo sapiens	1463,
NCDN	neurochondrin	Homo sapiens	23154,
NET1	neuroepithelial cell transforming 1	Homo sapiens	10276,
NFASC	neurofascin homolog (chicken)	Homo sapiens	23114,
NF1	neurofibromin 1	Homo sapiens	4763,
NF2	neurofibromin 2 (merlin)	Homo sapiens	4771,
NEFH	neurofilament, heavy polypeptide	Homo sapiens	4744,
NEFL	neurofilament, light polypeptide	Homo sapiens	4747,
NEFM	neurofilament, medium polypeptide	Homo sapiens	4741,
NEUROD1	neurogenic differentiation 1	Homo sapiens	4760,
NEUROD2	neurogenic differentiation 2	Homo sapiens	4761,
NEUROD6	neurogenic differentiation 6	Homo sapiens	63974,
NEUROG1	neurogenin 1	Homo sapiens	4762,
NEUROG2	neurogenin 2	Homo sapiens	63973,
NGB	neuroglobin	Homo sapiens	58157,
NRGN	neurogranin (protein kinase C substrate, RC3)	Homo sapiens	4900,
NLGN1	neuroligin 1	Homo sapiens	22871,
NLGN2	neuroligin 2	Homo sapiens	57555,
NLGN3	neuroligin 3	Homo sapiens	54413,
NLGN4X	neuroligin 4, X-linked	Homo sapiens	57502,
NLN	neurolysin (metallopeptidase M3 family)	Homo sapiens	57486,
NMB	neuromedin B	Homo sapiens	4828,
NMBR	neuromedin B receptor	Homo sapiens	4829,
NMS	neuromedin S	Homo sapiens	129521,
NMU	neuromedin U	Homo sapiens	10874,
NMUR1	neuromedin U receptor 1	Homo sapiens	10316,
NMUR2	neuromedin U receptor 2	Homo sapiens	56923,
NAV1	neuron navigator 1	Homo sapiens	89796,
NAV2	neuron navigator 2	Homo sapiens	89797,
NPAS2	neuronal PAS domain protein 2	Homo sapiens	4862,
NPAS4	neuronal PAS domain protein 4	Homo sapiens	266743,
NRCAM	neuronal cell adhesion molecule	Homo sapiens	4897,
NGEF	neuronal guanine nucleotide exchange factor	Homo sapiens	25791,
NPTX1	neuronal pentraxin I	Homo sapiens	4884,
NPTX2	neuronal pentraxin II	Homo sapiens	4885,
NPTXR	neuronal pentraxin receptor	Homo sapiens	23467,
NPB	neuropeptide B	Homo sapiens	256933,
NPFFR1	neuropeptide FF receptor 1	Homo sapiens	64106,
NPFFR2	neuropeptide FF receptor 2	Homo sapiens	10886,
NPFF	neuropeptide FF-amide peptide precursor	Homo sapiens	8620,
NPW	neuropeptide W	Homo sapiens	283869,
NPY	neuropeptide Y	Homo sapiens	4852,
NPY1R	neuropeptide Y receptor Y1	Homo sapiens	4886,
NPY2R	neuropeptide Y receptor Y2	Homo sapiens	4887,
NPY5R	neuropeptide Y receptor Y5	Homo sapiens	4889,
NPBWR1	neuropeptides B/W receptor 1	Homo sapiens	2831,
NPBWR2	neuropeptides B/W receptor 2	Homo sapiens	2832,
NRP1	neuropilin 1	Homo sapiens	8829,
NRP2	neuropilin 2	Homo sapiens	8828,
NTS	neurotensin	Homo sapiens	4922,
NTSR1	neurotensin receptor 1 (high affinity)	Homo sapiens	4923,
NTSR2	neurotensin receptor 2	Homo sapiens	23620,
NTRK1	neurotrophic tyrosine kinase, receptor, type 1	Homo sapiens	4914,
NTRK2	neurotrophic tyrosine kinase, receptor, type 2	Homo sapiens	4915,
NTRK3	neurotrophic tyrosine kinase, receptor, type 3	Homo sapiens	4916,
NTF3	neurotrophin 3	Homo sapiens	4908,
NTF4	neurotrophin 4	Homo sapiens	4909,
NRTN	neurturin	Homo sapiens	4902,
NSMAF	neutral sphingomyelinase (N-SMase) activation associated factor	Homo sapiens	8439,
NCF1	neutrophil cytosolic factor 1; neutrophil cytosolic factor 1C pseudogene	Homo sapiens	653361,654817,
NCF2	neutrophil cytosolic factor 2	Homo sapiens	4688,
NCF4	neutrophil cytosolic factor 4, 40kDa	Homo sapiens	4689,
NEXN	nexilin (F actin binding protein)	Homo sapiens	91624,
NBN	nibrin	Homo sapiens	4683,
NCLN	nicalin homolog (zebrafish)	Homo sapiens	56926,
NCSTN	nicastrin	Homo sapiens	23385,
NMNAT1	nicotinamide nucleotide adenylyltransferase 1	Homo sapiens	64802,
NID1	nidogen 1	Homo sapiens	4811,
NID2	nidogen 2 (osteonidogen)	Homo sapiens	22795,
NIN	ninein (GSK3B interacting protein)	Homo sapiens	51199,
NINL	ninein-like	Homo sapiens	22981,
NINJ1	ninjurin 1	Homo sapiens	4814,
NIPSNAP1	nipsnap homolog 1 (C. elegans)	Homo sapiens	8508,
NIPSNAP3A	nipsnap homolog 3A (C. elegans)	Homo sapiens	25934,
NISCH	nischarin	Homo sapiens	11188,
NOS1	nitric oxide synthase 1 (neuronal)	Homo sapiens	4842,
NOS1AP	nitric oxide synthase 1 (neuronal) adaptor protein	Homo sapiens	9722,
NOS2	nitric oxide synthase 2, inducible	Homo sapiens	4843,
NOS3	nitric oxide synthase 3 (endothelial cell)	Homo sapiens	4846,
NOSIP	nitric oxide synthase interacting protein	Homo sapiens	51070,
NOSTRIN	nitric oxide synthase trafficker	Homo sapiens	115677,
NIT1	nitrilase 1	Homo sapiens	4817,
NOG	noggin	Homo sapiens	9241,
NONO	non-POU domain containing, octamer-binding	Homo sapiens	4841,
NCAPD2	non-SMC condensin I complex, subunit D2	Homo sapiens	9918,
NCAPG	non-SMC condensin I complex, subunit G	Homo sapiens	64151,
NCAPH	non-SMC condensin I complex, subunit H	Homo sapiens	23397,
NCAPD3	non-SMC condensin II complex, subunit D3	Homo sapiens	23310,
NCAPG2	non-SMC condensin II complex, subunit G2	Homo sapiens	54892,
NME2, NME1	non-metastatic cells 1, protein (NM23A) expressed in; NME1-NME2 readthrough transcript; non-metastatic cells 2, protein (NM23B) expressed in	Homo sapiens	4830,4831,654364,
NME3	non-metastatic cells 3, protein expressed in	Homo sapiens	4832,
NME4	non-metastatic cells 4, protein expressed in	Homo sapiens	4833,
NME5	non-metastatic cells 5, protein expressed in (nucleoside-diphosphate kinase)	Homo sapiens	8382,
NME7	non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase)	Homo sapiens	29922,
NHEJ1	nonhomologous end-joining factor 1	Homo sapiens	79840,
NLE1	notchless homolog 1 (Drosophila)	Homo sapiens	54475,
NTHL1	nth endonuclease III-like 1 (E. coli)	Homo sapiens	4913,
NXF1	nuclear RNA export factor 1	Homo sapiens	10482,
NXF2	nuclear RNA export factor 2; nuclear RNA export factor 2B	Homo sapiens	56001,728343,
NXF3	nuclear RNA export factor 3	Homo sapiens	56000,
NXF5	nuclear RNA export factor 5	Homo sapiens	55998,
NVL	nuclear VCP-like	Homo sapiens	4931,
NASP	nuclear autoantigenic sperm protein (histone-binding)	Homo sapiens	4678,
NCBP1	nuclear cap binding protein subunit 1, 80kDa	Homo sapiens	4686,
NCBP2	nuclear cap binding protein subunit 2, 20kDa	Homo sapiens	22916,
NUCKS1	nuclear casein kinase and cyclin-dependent kinase substrate 1	Homo sapiens	64710,
NUDC	nuclear distribution gene C homolog (A. nidulans)	Homo sapiens	10726,
NFE2	nuclear factor (erythroid-derived 2), 45kDa	Homo sapiens	4778,
NFE2L1	nuclear factor (erythroid-derived 2)-like 1	Homo sapiens	4779,
NFE2L2	nuclear factor (erythroid-derived 2)-like 2	Homo sapiens	4780,
NFE2L3	nuclear factor (erythroid-derived 2)-like 3	Homo sapiens	9603,
NFIA	nuclear factor I/A	Homo sapiens	4774,
NFIB	nuclear factor I/B	Homo sapiens	4781,
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	Homo sapiens	4782,
NFIX	nuclear factor I/X (CCAAT-binding transcription factor)	Homo sapiens	4784,
NFAT5	nuclear factor of activated T-cells 5, tonicity-responsive	Homo sapiens	10725,
NFATC1	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1	Homo sapiens	4772,
NFATC2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	Homo sapiens	4773,
NFATC2IP	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein	Homo sapiens	84901,
NFATC3	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3	Homo sapiens	4775,
NFATC4	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4	Homo sapiens	4776,
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	Homo sapiens	4790,
NFKB2	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)	Homo sapiens	4791,
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	Homo sapiens	4792,
NFKBIB	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta	Homo sapiens	4793,
NFKBIE	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon	Homo sapiens	4794,
NFKBIZ	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta	Homo sapiens	64332,
NFRKB	nuclear factor related to kappaB binding protein	Homo sapiens	4798,
NFIL3	nuclear factor, interleukin 3 regulated	Homo sapiens	4783,
NUFIP1	nuclear fragile X mental retardation protein interacting protein 1	Homo sapiens	26747,
NUFIP2	nuclear fragile X mental retardation protein interacting protein 2	Homo sapiens	57532,
NIP7	nuclear import 7 homolog (S. cerevisiae)	Homo sapiens	51388,
NUMA1	nuclear mitotic apparatus protein 1	Homo sapiens	4926,
NARF	nuclear prelamin A recognition factor	Homo sapiens	26502,
NPLOC4	nuclear protein localization 4 homolog (S. cerevisiae)	Homo sapiens	55666,
NPAT	nuclear protein, ataxia-telangiectasia locus	Homo sapiens	4863,
NUPR1	nuclear protein, transcriptional regulator, 1	Homo sapiens	26471,
NR2C2AP	nuclear receptor 2C2-associated protein	Homo sapiens	126382,
NSD1	nuclear receptor binding SET domain protein 1	Homo sapiens	64324,
NRBF2	nuclear receptor binding factor 2	Homo sapiens	29982,
NRBP1	nuclear receptor binding protein 1	Homo sapiens	29959,
NCOR1	nuclear receptor co-repressor 1	Homo sapiens	9611,
NCOR2	nuclear receptor co-repressor 2	Homo sapiens	9612,
NCOA1	nuclear receptor coactivator 1	Homo sapiens	8648,
NCOA2	nuclear receptor coactivator 2	Homo sapiens	10499,
NCOA3	nuclear receptor coactivator 3	Homo sapiens	8202,
NCOA4	nuclear receptor coactivator 4	Homo sapiens	8031,
NCOA5	nuclear receptor coactivator 5	Homo sapiens	57727,
NCOA6	nuclear receptor coactivator 6	Homo sapiens	23054,
NCOA7	nuclear receptor coactivator 7	Homo sapiens	135112,
NRIP1	nuclear receptor interacting protein 1	Homo sapiens	8204,
NRIP2	nuclear receptor interacting protein 2	Homo sapiens	83714,
NR0B1	nuclear receptor subfamily 0, group B, member 1	Homo sapiens	190,
NR0B2	nuclear receptor subfamily 0, group B, member 2	Homo sapiens	8431,
NR1D1	nuclear receptor subfamily 1, group D, member 1	Homo sapiens	9572,
NR1D2	nuclear receptor subfamily 1, group D, member 2	Homo sapiens	9975,
NR1H2	nuclear receptor subfamily 1, group H, member 2	Homo sapiens	7376,
NR1H3	nuclear receptor subfamily 1, group H, member 3	Homo sapiens	10062,
NR1H4	nuclear receptor subfamily 1, group H, member 4	Homo sapiens	9971,
NR1I2	nuclear receptor subfamily 1, group I, member 2	Homo sapiens	8856,
